"Ngram","Freq"
"[株-式-会]",51
"[式-会-社]",51
"[い-く-こ]",50
"[で-し-た]",50
"[な-い-こ]",50
"[の-デ-ー]",50
"[介-し-て]",50
"[い-っ-た]",49
"[お-け-る]",49
"[さ-れ-ま]",49
"[す-。-今]",49
"[す-る-の]",49
"[だ-ろ-う]",49
"[て-き-た]",49
"[で-あ-り]",49
"[に-お-け]",49
"[ロ-ー-ン]",49
"[対-し-て]",49
"[、-地-域]",48
"[き-な-い]",48
"[す-る-た]",48
"[っ-て-も]",48
"[よ-り-、]",48
"[企-業-の]",48
"[言-え-ま]",48
"[き-て-い]",47
"[そ-ん-な]",47
"[た-。-こ]",47
"[の-鳥-取]",47
"[ド-ロ-ー]",47
"[思-っ-て]",47
"[こ-ち-ら]",46
"[は-鳥-取]",46
"[キ-ャ-ン]",46
"[0-2-0]",45
"[た-ち-の]",45
"[だ-っ-た]",45
"[な-い-の]",45
"[な-こ-と]",45
"[な-ど-を]",45
"[の-魅-力]",45
"[2-0-年]",44
"[お-り-、]",44
"[こ-れ-は]",44
"[さ-ん-の]",44
"[っ-て-お]",44
"[と-に-よ]",44
"[と-思-っ]",44
"[の-で-し]",44
"[ま-す-か]",44
"[や-す-い]",44
"[挙-げ-ら]",44
"[L-I-N]",43
"[、-そ-れ]",43
"[。-最-後]",43
"[い-ま-し]",43
"[う-で-す]",43
"[け-れ-ば]",43
"[て-は-、]",43
"[な-ど-、]",43
"[に-し-て]",43
"[に-よ-り]",43
"[の-地-域]",43
"[ま-っ-て]",43
"[P-a-y]",42
"[、-新-型]",42
"[け-て-い]",42
"[っ-て-は]",42
"[に-鳥-取]",42
"[も-の-で]",42
"[わ-れ-る]",42
"[行-わ-れ]",42
"[大-き-く]",42
"[あ-る-こ]",41
"[く-さ-ん]",41
"[し-た-い]",41
"[せ-て-い]",41
"[た-く-さ]",41
"[た-め-の]",41
"[て-く-れ]",41
"[の-記-事]",41
"[る-か-も]",41
"[少-な-い]",41
"[、-企-業]",40
"[、-自-分]",40
"[さ-せ-て]",40
"[と-な-り]",40
"[り-た-い]",40
"[れ-ま-し]",40
"[実-際-に]",40
"[知-っ-て]",40
"[い-で-す]",39
"[か-と-考]",39
"[だ-と-思]",39
"[て-も-ら]",39
"[な-る-。]",39
"[は-こ-ち]",39
"[ま-で-の]",39
"[る-。-そ]",39
"[テ-ィ-ブ]",39
"[ペ-ー-ン]",39
"[ャ-ン-ペ]",39
"[ン-ペ-ー]",39
"[合-わ-せ]",39
"[こ-れ-ら]",38
"[し-て-お]",38
"[の-人-口]",38
"[の-生-活]",38
"[の-利-用]",38
"[れ-る-。]",38
"[テ-レ-ワ]",38
"[レ-ワ-ー]",38
"[求-め-ら]",38
"[市-町-村]",38
"[通-し-て]",38
"[、-「-鳥]",37
"[し-て-も]",37
"[で-な-く]",37
"[も-あ-る]",37
"[る-の-が]",37
"[持-っ-て]",37
"[次-産-業]",37
"[取-城-北]",37
"[城-北-高]",37
"[鳥-取-城]",37
"[北-高-校]",37
"[。-そ-ん]",36
"[あ-れ-ば]",36
"[え-ば-、]",36
"[こ-こ-で]",36
"[す-こ-と]",36
"[す-る-。]",36
"[そ-う-で]",36
"[た-だ-き]",36
"[た-も-の]",36
"[と-こ-ろ]",36
"[な-ど-が]",36
"[な-る-と]",36
"[は-、-「]",36
"[る-で-し]",36
"[を-紹-介]",36
"[タ-イ-プ]",36
"[ト-フ-ォ]",36
"[ポ-ー-ト]",36
"[メ-ン-ト]",36
"[活-性-化]",36
"[自-分-の]",36
"[全-国-で]",36
"[当-た-り]",36
"[。-現-在]",35
"[ー-タ-を]",35
"[ー-ト-フ]",35
"[い-」-と]",35
"[い-う-の]",35
"[い-き-た]",35
"[え-る-と]",35
"[え-る-の]",35
"[そ-れ-ぞ]",35
"[た-が-、]",35
"[て-き-ま]",35
"[な-り-、]",35
"[の-仕-事]",35
"[は-全-国]",35
"[れ-ぞ-れ]",35
"[ジ-ェ-ク]",35
"[セ-ン-タ]",35
"[プ-ロ-ジ]",35
"[ベ-ー-シ]",35
"[ロ-ジ-ェ]",35
"[仕-事-を]",35
"[取-県-内]",35
"[組-み-を]",35
"[う-に-、]",34
"[か-と-い]",34
"[か-り-ま]",34
"[こ-と-。]",34
"[た-。-し]",34
"[っ-た-と]",34
"[づ-く-り]",34
"[で-い-る]",34
"[の-コ-ロ]",34
"[の-事-業]",34
"[の-方-が]",34
"[る-鳥-取]",34
"[れ-る-の]",34
"[ェ-ク-ト]",34
"[サ-イ-ト]",34
"[介-し-ま]",34
"[行-っ-て]",34
"[今-回-の]",34
"[中-高-生]",34
"[5-0-0]",33
"[O-R-I]",33
"[P-r-o]",33
"[T-O-R]",33
"[、-人-口]",33
"[。-日-本]",33
"[い-よ-う]",33
"[え-る-こ]",33
"[こ-と-か]",33
"[し-て-み]",33
"[そ-の-た]",33
"[そ-の-よ]",33
"[た-だ-け]",33
"[た-り-、]",33
"[っ-た-り]",33
"[っ-て-し]",33
"[な-ど-で]",33
"[れ-ば-、]",33
"[れ-る-こ]",33
"[を-使-っ]",33
"[ス-マ-ー]",33
"[フ-ォ-ン]",33
"[マ-ー-ト]",33
"[飲-食-店]",33
"[感-染-者]",33
"[考-え-ま]",33
"[奨-学-金]",33
"[情-報-を]",33
"[例-え-ば]",33
"[N-E-S]",32
"[N-L-I]",32
"[O-N-L]",32
"[O-T-T]",32
"[R-I-B]",32
"[S-O-N]",32
"[T-O-T]",32
"[T-T-O]",32
"[W-e-b]",32
"[い-る-人]",32
"[こ-で-、]",32
"[さ-ら-に]",32
"[し-て-き]",32
"[し-て-く]",32
"[っ-と-り]",32
"[て-み-て]",32
"[で-は-あ]",32
"[と-か-ら]",32
"[と-っ-と]",32
"[な-る-の]",32
"[な-影-響]",32
"[れ-ら-の]",32
"[を-持-っ]",32
"[を-通-し]",32
"[ッ-ト-を]",32
"[回-は-、]",32
"[記-事-で]",32
"[記-事-を]",32
"[県-で-は]",32
"[県-内-の]",32
"[自-治-体]",32
"[自-分-た]",32
"[従-業-員]",32
"[分-た-ち]",32
"[用-し-て]",32
"[B-U-S]",31
"[E-S-S]",31
"[I-B-U]",31
"[I-o-T]",31
"[S-I-N]",31
"[U-S-I]",31
"[e-c-t]",31
"[j-e-c]",31
"[o-j-e]",31
"[r-o-j]",31
"[、-地-方]",31
"[。-こ-こ]",31
"[が-求-め]",31
"[が-大-き]",31
"[け-で-な]",31
"[さ-せ-る]",31
"[し-て-は]",31
"[し-ま-う]",31
"[た-い-。]",31
"[と-い-っ]",31
"[な-る-こ]",31
"[の-結-果]",31
"[や-っ-て]",31
"[る-。-こ]",31
"[以-上-の]",31
"[皆-さ-ん]",31
"[生-ま-れ]",31
"[必-要-が]",31
"[齢-化-率]",31
"[S-S-O]",30
"[T-B-O]",30
"[い-か-ら]",30
"[い-る-か]",30
"[う-し-た]",30
"[が-な-い]",30
"[が-挙-げ]",30
"[が-少-な]",30
"[が-分-か]",30
"[く-な-り]",30
"[だ-か-ら]",30
"[っ-て-き]",30
"[で-も-、]",30
"[と-す-る]",30
"[な-く-て]",30
"[の-価-格]",30
"[の-感-染]",30
"[の-問-題]",30
"[み-た-い]",30
"[め-に-、]",30
"[や-り-た]",30
"[る-。-「]",30
"[る-が-、]",30
"[シ-ス-テ]",30
"[ス-タ-イ]",30
"[ス-テ-ム]",30
"[安-部-小]",30
"[企-業-が]",30
"[口-減-少]",30
"[人-口-減]",30
"[働-き-方]",30
"[道-府-県]",30
"[非-常-に]",30
"[魅-力-的]",30
"[0-1-9]",29
"[、-今-回]",29
"[。-2-0]",29
"[か-ら-で]",29
"[が-高-い]",29
"[が-鳥-取]",29
"[き-る-の]",29
"[し-て-の]",29
"[っ-た-こ]",29
"[て-く-る]",29
"[て-も-、]",29
"[ま-と-め]",29
"[イ-ン-授]",29
"[ス-チ-ャ]",29
"[タ-ー-ン]",29
"[ル-ス-に]",29
"[ン-授-業]",29
"[一-つ-の]",29
"[共-働-き]",29
"[傾-向-に]",29
"[向-に-あ]",29
"[土-地-の]",29
"[日-本-で]",29
"[分-か-り]",29
"[2-0-0]",28
"[E-S-A]",28
"[R-E-S]",28
"[S-A-S]",28
"[b-就-活]",28
"[e-b-就]",28
"[、-全-国]",28
"[、-大-学]",28
"[」-な-ど]",28
"[」-鳥-取]",28
"[い-も-の]",28
"[か-ら-こ]",28
"[が-多-く]",28
"[す-。-私]",28
"[た-い-」]",28
"[た-ち-が]",28
"[っ-て-く]",28
"[つ-な-が]",28
"[と-て-も]",28
"[な-ど-に]",28
"[な-も-の]",28
"[に-す-る]",28
"[に-関-す]",28
"[る-地-域]",28
"[チ-ャ-ン]",28
"[ネ-ッ-ト]",28
"[ボ-ッ-ト]",28
"[ロ-ボ-ッ]",28
"[関-す-る]",28
"[企-業-に]",28
"[響-を-受]",28
"[具-体-的]",28
"[現-在-、]",28
"[高-齢-者]",28
"[今-ま-で]",28
"[事-業-所]",28
"[人-口-が]",28
"[全-国-の]",28
"[都-道-府]",28
"[令-和-2]",28
"[--R-E]",27
"[V---R]",27
"[。-例-え]",27
"[か-な-い]",27
"[け-ら-れ]",27
"[し-れ-な]",27
"[の-あ-る]",27
"[の-ビ-ジ]",27
"[の-中-に]",27
"[も-の-が]",27
"[ら-こ-そ]",27
"[り-、-鳥]",27
"[り-上-げ]",27
"[る-」-と]",27
"[る-な-ど]",27
"[る-取-り]",27
"[れ-ま-で]",27
"[わ-っ-て]",27
"[を-見-る]",27
"[を-持-つ]",27
"[ノ-ベ-ー]",27
"[メ-ン-バ]",27
"[ロ-ナ-の]",27
"[ン-バ-ー]",27
"[活-様-式]",27
"[活-用-し]",27
"[就-職-を]",27
"[女-性-の]",27
"[生-活-様]",27
"[中-で-、]",27
"[。-」-と]",26
"[い-て-は]",26
"[が-っ-て]",26
"[が-必-要]",26
"[け-で-は]",26
"[こ-の-記]",26
"[こ-れ-ま]",26
"[す-。-最]",26
"[ち-ら-か]",26
"[で-あ-っ]",26
"[と-が-あ]",26
"[な-け-れ]",26
"[に-あ-り]",26
"[に-大-き]",26
"[の-割-合]",26
"[の-企-業]",26
"[の-社-会]",26
"[の-状-況]",26
"[の-普-及]",26
"[め-ま-し]",26
"[る-べ-き]",26
"[れ-る-よ]",26
"[を-見-て]",26
"[ザ-イ-ン]",26
"[ス-の-影]",26
"[デ-ザ-イ]",26
"[結-果-、]",26
"[刺-交-換]",26
"[思-わ-れ]",26
"[事-業-を]",26
"[取-県-が]",26
"[受-け-た]",26
"[小-P-r]",26
"[組-み-が]",26
"[総-務-省]",26
"[部-小-P]",26
"[補-助-金]",26
"[魅-力-を]",26
"[名-刺-交]",26
"[要-が-あ]",26
"[1-0-0]",25
"[I-C-T]",25
"[、-様-々]",25
"[。-私-は]",25
"[」-や-「]",25
"[い-て-も]",25
"[か-。-そ]",25
"[か-ら-「]",25
"[し-た-が]",25
"[す-。-現]",25
"[と-し-た]",25
"[な-ら-な]",25
"[な-取-り]",25
"[の-か-。]",25
"[は-こ-の]",25
"[れ-は-、]",25
"[ろ-う-か]",25
"[を-利-用]",25
"[イ-ノ-ベ]",25
"[コ-ー-ル]",25
"[ス-に-よ]",25
"[チ-ャ-ッ]",25
"[ャ-ッ-ト]",25
"[域-活-性]",25
"[活-動-を]",25
"[言-っ-て]",25
"[使-っ-て]",25
"[除-ロ-ボ]",25
"[掃-除-ロ]",25
"[地-域-活]",25
"[比-べ-て]",25
"[福-利-厚]",25
"[利-厚-生]",25
"[,-0-0]",24
"[え-な-い]",24
"[が-あ-っ]",24
"[さ-ん-に]",24
"[し-た-こ]",24
"[し-な-い]",24
"[た-。-鳥]",24
"[た-ち-は]",24
"[て-き-て]",24
"[に-取-り]",24
"[の-イ-ン]",24
"[は-、-こ]",24
"[ま-で-に]",24
"[み-て-く]",24
"[む-こ-と]",24
"[も-っ-と]",24
"[よ-る-と]",24
"[る-か-ら]",24
"[る-可-能]",24
"[を-使-う]",24
"[を-取-り]",24
"[を-与-え]",24
"[ス-の-感]",24
"[リ-テ-ィ]",24
"[感-染-拡]",24
"[業-革-命]",24
"[産-業-革]",24
"[染-拡-大]",24
"[増-え-て]",24
"[知-ら-な]",24
"[中-で-も]",24
"[鳥-取-で]",24
"[都-市-部]",24
"[必-要-な]",24
"[A-S-」]",23
"[、-観-光]",23
"[。-た-だ]",23
"[。-新-型]",23
"[ー-ネ-ッ]",23
"[い-。-「]",23
"[い-く-と]",23
"[え-る-で]",23
"[か-と-思]",23
"[か-な-り]",23
"[が-減-少]",23
"[き-っ-か]",23
"[き-る-よ]",23
"[く-れ-る]",23
"[さ-れ-、]",23
"[す-。-一]",23
"[そ-れ-に]",23
"[ち-ろ-ん]",23
"[っ-か-け]",23
"[っ-か-り]",23
"[て-ほ-し]",23
"[て-王-国]",23
"[て-考-え]",23
"[と-が-分]",23
"[と-思-わ]",23
"[と-鳥-取]",23
"[ど-ち-ら]",23
"[な-ど-も]",23
"[な-の-か]",23
"[の-か-を]",23
"[の-方-々]",23
"[は-大-き]",23
"[も-ち-ろ]",23
"[よ-う-で]",23
"[よ-う-と]",23
"[ら-れ-た]",23
"[る-時-間]",23
"[る-人-が]",23
"[わ-れ-ま]",23
"[を-感-じ]",23
"[を-行-っ]",23
"[を-指-す]",23
"[イ-テ-ィ]",23
"[コ-メ-ン]",23
"[ス-感-染]",23
"[タ-ー-ネ]",23
"[デ-メ-リ]",23
"[ニ-ュ-ー]",23
"[メ-ー-ジ]",23
"[ル-ス-感]",23
"[育-て-王]",23
"[影-響-が]",23
"[学-生-の]",23
"[現-在-の]",23
"[国-平-均]",23
"[事-で-は]",23
"[質-問-。]",23
"[少-な-く]",23
"[場-合-、]",23
"[新-た-な]",23
"[全-国-的]",23
"[全-国-平]",23
"[多-い-と]",23
"[地-の-価]",23
"[展-開-し]",23
"[本-で-は]",23
"[0-万-円]",22
"[、-ど-の]",22
"[、-学-生]",22
"[、-現-在]",22
"[｜-V--]",22
"[「-子-育]",22
"[」-と-「]",22
"[」-と-言]",22
"[い-る-方]",22
"[え-て-く]",22
"[が-、-鳥]",22
"[き-る-。]",22
"[く-ら-い]",22
"[こ-そ-、]",22
"[こ-と-、]",22
"[し-っ-か]",22
"[し-ま-っ]",22
"[す-。-2]",22
"[た-ち-に]",22
"[だ-ま-だ]",22
"[て-み-る]",22
"[て-紹-介]",22
"[で-き-た]",22
"[と-さ-れ]",22
"[と-感-じ]",22
"[な-い-よ]",22
"[の-一-つ]",22
"[の-飲-食]",22
"[の-高-齢]",22
"[の-世-界]",22
"[の-土-地]",22
"[の-日-本]",22
"[は-あ-る]",22
"[ほ-し-い]",22
"[ま-だ-ま]",22
"[も-の-に]",22
"[や-す-く]",22
"[ィ-ン-グ]",22
"[コ-ミ-ュ]",22
"[パ-ブ-リ]",22
"[ビ-ュ-ー]",22
"[ブ-リ-ッ]",22
"[ホ-ー-ム]",22
"[ミ-ュ-ニ]",22
"[引-用-、]",22
"[化-す-る]",22
"[開-し-て]",22
"[感-じ-ま]",22
"[県-｜-V]",22
"[高-校-生]",22
"[時-間-を]",22
"[自-家-用]",22
"[取-県-｜]",22
"[受-け-て]",22
"[新-型-の]",22
"[生-き-る]",22
"[地-元-愛]",22
"[通-り-、]",22
"[読-ん-で]",22
"[入-れ-て]",22
"[暮-ら-し]",22
"[和-2-年]",22
"[1-9-年]",21
"[、-オ-ン]",21
"[ー-コ-ロ]",21
"[」-で-す]",21
"[い-た-。]",21
"[い-鳥-取]",21
"[か-ら-も]",21
"[き-な-影]",21
"[く-な-い]",21
"[け-る-こ]",21
"[し-、-そ]",21
"[す-。-T]",21
"[す-の-で]",21
"[そ-の-結]",21
"[そ-の-中]",21
"[そ-れ-を]",21
"[た-。-ま]",21
"[と-言-っ]",21
"[に-、-鳥]",21
"[に-対-す]",21
"[に-比-べ]",21
"[の-授-業]",21
"[ま-っ-た]",21
"[も-た-ら]",21
"[も-多-い]",21
"[も-鳥-取]",21
"[イ-メ-ー]",21
"[ク-コ-メ]",21
"[タ-イ-ル]",21
"[ッ-ク-コ]",21
"[リ-ッ-ク]",21
"[リ-ン-グ]",21
"[家-用-車]",21
"[観-光-業]",21
"[型-の-コ]",21
"[己-理-念]",21
"[高-く-な]",21
"[国-的-に]",21
"[自-己-理]",21
"[詳-細-は]",21
"[人-た-ち]",21
"[生-活-を]",21
"[増-加-し]",21
"[多-い-の]",21
"[対-す-る]",21
"[読-書-を]",21
"[変-わ-っ]",21
"[用-、-「]",21
"[用-す-る]",21
"[利-用-し]",21
"[1-0-年]",20
"[、-あ-る]",20
"[、-こ-こ]",20
"[、-今-後]",20
"[。-「-例]",20
"[。-グ-ラ]",20
"[。-質-問]",20
"[ー-ム-ペ]",20
"[「-例-文]",20
"[あ-っ-て]",20
"[あ-な-た]",20
"[い-て-紹]",20
"[い-生-活]",20
"[う-の-は]",20
"[が-ら-、]",20
"[が-行-わ]",20
"[こ-と-の]",20
"[さ-ん-は]",20
"[し-て-し]",20
"[す-る-時]",20
"[す-る-人]",20
"[そ-れ-は]",20
"[ぞ-れ-の]",20
"[た-だ-い]",20
"[た-の-か]",20
"[て-、-鳥]",20
"[て-鳥-取]",20
"[で-、-鳥]",20
"[で-鳥-取]",20
"[と-も-に]",20
"[と-ん-ど]",20
"[と-言-う]",20
"[な-い-」]",20
"[に-つ-な]",20
"[に-も-、]",20
"[の-か-と]",20
"[の-が-、]",20
"[の-課-題]",20
"[の-特-徴]",20
"[ほ-と-ん]",20
"[ま-す-、]",20
"[ら-か-ら]",20
"[る-の-も]",20
"[わ-れ-た]",20
"[を-支-え]",20
"[を-増-や]",20
"[ん-が-、]",20
"[ア-フ-タ]",20
"[ク-リ-エ]",20
"[コ-ー-ス]",20
"[タ-ー-コ]",20
"[タ-ビ-ュ]",20
"[ネ-ス-チ]",20
"[フ-タ-ー]",20
"[プ-レ-ミ]",20
"[ペ-ー-ジ]",20
"[ミ-ア-ム]",20
"[ム-ペ-ー]",20
"[ョ-ン-を]",20
"[レ-ポ-ー]",20
"[レ-ミ-ア]",20
"[ン-タ-ビ]",20
"[ン-ト-を]",20
"[影-響-で]",20
"[援-す-る]",20
"[夏-祭-り]",20
"[学-生-が]",20
"[県-に-は]",20
"[見-て-い]",20
"[見-る-と]",20
"[交-通-の]",20
"[細-は-こ]",20
"[使-え-る]",20
"[使-わ-れ]",20
"[取-県-を]",20
"[出-し-て]",20
"[少-し-で]",20
"[人-口-の]",20
"[世-代-の]",20
"[生-産-性]",20
"[多-く-な]",20
"[体-的-に]",20
"[年-6-月]",20
"[能-性-が]",20
"[米-子-市]",20
"[例-文-、]",20
"[N-E-で]",19
"[S-N-S]",19
"[、-実-際]",19
"[。-今-後]",19
"[。-実-際]",19
"[。-地-域]",19
"[「-や-り]",19
"[「-地-域]",19
"[い-と-言]",19
"[い-の-か]",19
"[い-環-境]",19
"[お-願-い]",19
"[か-り-と]",19
"[が-、-こ]",19
"[き-た-。]",19
"[き-や-す]",19
"[こ-と-だ]",19
"[ご-覧-く]",19
"[し-い-。]",19
"[し-で-も]",19
"[し-や-す]",19
"[じ-て-い]",19
"[す-。-新]",19
"[す-。-例]",19
"[た-場-合]",19
"[っ-て-み]",19
"[つ-ま-り]",19
"[て-い-て]",19
"[で-き-て]",19
"[と-で-は]",19
"[と-私-は]",19
"[に-し-た]",19
"[の-で-あ]",19
"[の-グ-ラ]",19
"[の-経-済]",19
"[の-高-い]",19
"[は-、-そ]",19
"[は-じ-め]",19
"[ま-す-の]",19
"[も-の-と]",19
"[も-の-を]",19
"[ら-で-す]",19
"[る-。-今]",19
"[る-だ-け]",19
"[る-機-会]",19
"[れ-ば-と]",19
"[ろ-う-。]",19
"[わ-せ-て]",19
"[を-求-め]",19
"[を-支-援]",19
"[を-中-心]",19
"[エ-イ-テ]",19
"[ク-シ-ー]",19
"[チ-ー-ム]",19
"[デ-ィ-ア]",19
"[ペ-ー-ス]",19
"[マ-ネ-ー]",19
"[ミ-レ-ニ]",19
"[リ-エ-イ]",19
"[レ-ニ-ア]",19
"[王-国-と]",19
"[感-じ-て]",19
"[国-と-っ]",19
"[最-低-賃]",19
"[時-代-の]",19
"[失-業-率]",19
"[就-職-活]",19
"[紹-介-さ]",19
"[職-活-動]",19
"[地-方-に]",19
"[低-賃-金]",19
"[平-成-2]",19
"[覧-く-だ]",19
"[0-0-人]",18
"[0-0-万]",18
"[3-0-0]",18
"[G-o-T]",18
"[o-T-o]",18
"[、-そ-し]",18
"[、-子-ど]",18
"[、-掃-除]",18
"[、-令-和]",18
"[。-全-国]",18
"[「-人-口]",18
"[「-地-元]",18
"[」-と-は]",18
