"","Term","business","culture","datademirutottori","opinion","press_release","public","total"
"4988","寝台",1,0,0,0,0,0,1
"4989","審議",0,0,0,0,0,1,1
"4990","心強い",0,0,0,1,0,0,1
"4991","心筋梗塞",1,0,0,0,0,0,1
"4992","心臓",1,0,0,0,0,0,1
"4993","振り",1,0,0,0,0,0,1
"4994","振り分け",0,0,0,0,0,1,1
"4995","振替",1,0,0,0,0,0,1
"4996","新鋭",1,0,0,0,0,0,1
"4997","新潟",0,0,1,0,0,0,1
"4998","新婚",1,0,0,0,0,0,1
"4999","新人",0,1,0,0,0,0,1
"5000","新鮮",0,0,0,0,0,1,1
"5001","新入",1,0,0,0,0,0,1
"5002","新富",1,0,0,0,0,0,1
"5003","申",1,0,0,0,0,0,1
"5004","真偽",0,0,0,1,0,0,1
"5005","真正面",0,0,0,0,0,1,1
"5006","真鯛",0,0,0,1,0,0,1
"5007","神隠し",1,0,0,0,0,0,1
"5008","神戸大学",0,0,0,1,0,0,1
"5009","神社",1,0,0,0,0,0,1
"5010","親御",0,0,0,1,0,0,1
"5011","親戚",0,0,0,1,0,0,1
"5012","親等",0,0,0,0,0,1,1
"5013","身の程",0,0,0,1,0,0,1
"5014","身勝手",0,0,0,1,0,0,1
"5015","身体",0,0,0,0,0,1,1
"5016","身動き",1,0,0,0,0,0,1
"5017","進捗",1,0,0,0,0,0,1
"5018","針",1,0,0,0,0,0,1
"5019","震災",1,0,0,0,0,0,1
"5020","震撼",0,0,0,1,0,0,1
"5021","人となり",0,0,0,1,0,0,1
"5022","人工芝",0,0,0,1,0,0,1
"5023","人込み",0,0,0,0,0,1,1
"5024","人前",0,0,0,1,0,0,1
"5025","人通り",0,0,0,0,0,1,1
"5026","人的",0,0,0,1,0,0,1
"5027","人望",1,0,0,0,0,0,1
"5028","人類",0,0,0,1,0,0,1
"5029","仁木",1,0,0,0,0,0,1
"5030","塵",0,0,0,1,0,0,1
"5031","陣",1,0,0,0,0,0,1
"5032","図形",0,0,0,1,0,0,1
"5033","図書",1,0,0,0,0,0,1
"5034","図版",1,0,0,0,0,0,1
"5035","垂直",0,0,0,1,0,0,1
"5036","推薦",0,0,0,1,0,0,1
"5037","水質",0,0,0,1,0,0,1
"5038","水分",0,0,0,0,1,0,1
"5039","水木",0,0,0,0,0,1,1
"5040","水揚げ",0,0,0,0,1,0,1
"5041","水曜日",0,0,0,1,0,0,1
"5042","随一",0,0,0,1,0,0,1
"5043","瑞",1,0,0,0,0,0,1
"5044","数式",0,0,0,1,0,0,1
"5045","数量",1,0,0,0,0,0,1
"5046","寸前",1,0,0,0,0,0,1
"5047","寸断",1,0,0,0,0,0,1
"5048","世相",1,0,0,0,0,0,1
"5049","世論",1,0,0,0,0,0,1
"5050","世話",0,0,1,0,0,0,1
"5051","制御",1,0,0,0,0,0,1
"5052","成人",1,0,0,0,0,0,1
"5053","政",0,0,1,0,0,0,1
"5054","政志",1,0,0,0,0,0,1
"5055","政治",1,0,0,0,0,0,1
"5056","政令",0,0,1,0,0,0,1
"5057","星野リゾート",1,0,0,0,0,0,1
"5058","正紀",0,0,0,0,1,0,1
"5059","正規",0,0,0,0,0,1,1
"5060","正義",0,0,0,0,1,0,1
"5061","正社員",0,0,0,1,0,0,1
"5062","正樹",0,0,0,1,0,0,1
"5063","正真正銘",0,0,0,0,1,0,1
"5064","正当",1,0,0,0,0,0,1
"5065","清潔",1,0,0,0,0,0,1
"5066","生き甲斐",0,0,0,1,0,0,1
"5067","生業",1,0,0,0,0,0,1
"5068","生身",0,0,0,1,0,0,1
"5069","生存",0,0,0,1,0,0,1
"5070","生地",0,0,1,0,0,0,1
"5071","生田",0,0,0,1,0,0,1
"5072","生年月日",1,0,0,0,0,0,1
"5073","生姜",0,0,0,0,1,0,1
"5074","盛り上がり",0,0,1,0,0,0,1
"5075","精通",0,0,0,1,0,0,1
"5076","精密",0,0,0,1,0,0,1
"5077","製",1,0,0,0,0,0,1
"5078","製作",0,0,0,1,0,0,1
"5079","西",0,0,0,0,0,1,1
"5080","西粟倉",1,0,0,0,0,0,1
"5081","西欧",0,0,0,1,0,0,1
"5082","西郷地",0,1,0,0,0,0,1
"5083","西端",0,0,0,1,0,0,1
"5084","西日本",1,0,0,0,0,0,1
"5085","西伯",1,0,0,0,0,0,1
"5086","青い",0,0,0,1,0,0,1
"5087","青春",0,0,0,1,0,0,1
"5088","青谷",1,0,0,0,0,0,1
"5089","青年",0,0,0,0,1,0,1
"5090","静的",1,0,0,0,0,0,1
"5091","脆弱",0,0,0,1,0,0,1
"5092","席巻",1,0,0,0,0,0,1
"5093","石けん",0,0,0,0,0,1,1
"5094","石浦",0,0,0,1,0,0,1
"5095","石見",1,0,0,0,0,0,1
"5096","積み木",0,0,0,1,0,0,1
"5097","赤十字血液センター",0,0,0,0,1,0,1
"5098","切磋琢磨",0,1,0,0,0,0,1
"5099","拙い",0,0,0,1,0,0,1
"5100","拙著",0,0,0,1,0,0,1
"5101","接",1,0,0,0,0,0,1
"5102","摂取",0,0,1,0,0,0,1
"5103","設機",1,0,0,0,0,0,1
"5104","説得",0,0,1,0,0,0,1
"5105","雪だるま",0,0,0,1,0,0,1
"5106","絶大",1,0,0,0,0,0,1
"5107","先駆",0,0,0,1,0,0,1
"5108","先取り",0,0,0,1,0,0,1
"5109","先着",0,0,0,0,0,1,1
"5110","先程",0,0,0,1,0,0,1
"5111","占い",1,0,0,0,0,0,1
"5112","専任",0,0,0,1,0,0,1
"5113","戦後",1,0,0,0,0,0,1
"5114","戦術",0,0,0,0,1,0,1
"5115","浅い",1,0,0,0,0,0,1
"5116","浅井",1,0,0,0,0,0,1
"5117","浅田",1,0,0,0,0,0,1
"5118","洗濯",1,0,0,0,0,0,1
"5119","洗面",1,0,0,0,0,0,1
"5120","繊維",1,0,0,0,0,0,1
"5121","船",1,0,0,0,0,0,1
"5122","船岡",0,0,0,0,1,0,1
"5123","選定",1,0,0,0,0,0,1
"5124","鮮やか",0,0,0,0,1,0,1
"5125","鮮度",0,0,0,0,0,1,1
"5126","鮮明",0,0,0,1,0,0,1
"5127","前のめり",1,0,0,0,0,0,1
"5128","前書き",0,0,0,1,0,0,1
"5129","前触れ",1,0,0,0,0,0,1
"5130","前田",0,1,0,0,0,0,1
"5131","前編",1,0,0,0,0,0,1
"5132","前例",1,0,0,0,0,0,1
"5133","善一",0,0,0,0,1,0,1
"5134","善博",1,0,0,0,0,0,1
"5135","全う",1,0,0,0,0,0,1
"5136","全校",0,0,0,1,0,0,1
"5137","全長",1,0,0,0,0,0,1
"5138","全天候",0,0,0,1,0,0,1
"5139","全般",1,0,0,0,0,0,1
"5140","全部",0,0,0,1,0,0,1
"5141","措置",0,0,0,1,0,0,1
"5142","狙い",1,0,0,0,0,0,1
"5143","疎い",1,0,0,0,0,0,1
"5144","素材",0,0,0,1,0,0,1
"5145","組み",1,0,0,0,0,0,1
"5146","組合",1,0,0,0,0,0,1
"5147","組合せ",1,0,0,0,0,0,1
"5148","創作",1,0,0,0,0,0,1
"5149","奏",0,0,0,1,0,0,1
"5150","惣菜",1,0,0,0,0,0,1
"5151","操業",1,0,0,0,0,0,1
"5152","早起き",0,0,1,0,0,0,1
"5153","早寝",0,0,1,0,0,0,1
"5154","早晩",0,0,0,1,0,0,1
"5155","相性",1,0,0,0,0,0,1
"5156","相続",1,0,0,0,0,0,1
"5157","窓口",0,0,0,0,0,1,1
"5158","総括",1,0,0,0,0,0,1
"5159","総研",0,0,1,0,0,0,1
"5160","総菜",0,0,0,0,0,1,1
"5161","総称",1,0,0,0,0,0,1
"5162","総勢",0,0,0,1,0,0,1
"5163","総体",0,0,0,1,0,0,1
"5164","総和",1,0,0,0,0,0,1
"5165","装置",0,0,0,1,0,0,1
"5166","送り迎え",1,0,0,0,0,0,1
"5167","増",1,0,0,0,0,0,1
"5168","増額",0,0,0,1,0,0,1
"5169","増税",1,0,0,0,0,0,1
"5170","贈呈",0,0,0,0,0,1,1
"5171","造り",0,0,0,0,0,1,1
"5172","息苦しい",0,0,0,1,0,0,1
"5173","捉",0,0,0,1,0,0,1
"5174","足元",0,0,1,0,0,0,1
"5175","足踏み",0,0,0,1,0,0,1
"5176","速い",1,0,0,0,0,0,1
"5177","属人",1,0,0,0,0,0,1
"5178","続き",0,0,0,0,0,1,1
"5179","続報",0,0,0,0,1,0,1
"5180","存亡",0,0,0,1,0,0,1
"5181","孫",0,0,0,0,1,0,1
"5182","尊重",1,0,0,0,0,0,1
"5183","損",1,0,0,0,0,0,1
"5184","損益",0,0,1,0,0,0,1
"5185","村民",1,0,0,0,0,0,1
"5186","他校",0,0,0,1,0,0,1
"5187","他国",0,0,1,0,0,0,1
"5188","他社",1,0,0,0,0,0,1
"5189","他方",0,0,0,1,0,0,1
"5190","多角",1,0,0,0,0,0,1
"5191","多感",0,0,0,1,0,0,1
"5192","多岐",1,0,0,0,0,0,1
"5193","多人数",0,0,0,0,0,1,1
"5194","多面",1,0,0,0,0,0,1
"5195","打合わせ",0,0,0,0,0,1,1
"5196","打診",1,0,0,0,0,0,1
"5197","体育",1,0,0,0,0,0,1
"5198","体感",0,0,0,1,0,0,1
"5199","体系",0,0,0,1,0,0,1
"5200","体裁",1,0,0,0,0,0,1
"5201","体勢",0,0,0,1,0,0,1
"5202","体力",1,0,0,0,0,0,1
"5203","対人",0,0,0,1,0,0,1
"5204","対峙",0,1,0,0,0,0,1
"5205","待機",0,0,0,0,0,1,1
"5206","態勢",0,0,0,1,0,0,1
"5207","態度",0,0,0,1,0,0,1
"5208","貸し出し",1,0,0,0,0,0,1
"5209","貸切",1,0,0,0,0,0,1
"5210","退屈",0,0,0,1,0,0,1
"5211","退社",0,0,0,0,1,0,1
"5212","鯛",0,0,0,1,0,0,1
"5213","代数",0,0,0,1,0,0,1
"5214","台帳",0,0,0,0,0,1,1
"5215","台風",1,0,0,0,0,0,1
"5216","大家",1,0,0,0,0,0,1
"5217","大改革",0,0,0,0,1,0,1
"5218","大学院生",0,0,0,0,0,1,1
"5219","大金",1,0,0,0,0,0,1
"5220","大皿",0,0,0,0,0,1,1
"5221","大志",0,0,0,0,1,0,1
"5222","大小",1,0,0,0,0,0,1
"5223","大人気",1,0,0,0,0,0,1
"5224","大勢",0,0,0,1,0,0,1
"5225","大前提",1,0,0,0,0,0,1
"5226","大体",0,0,0,1,0,0,1
"5227","大抵",1,0,0,0,0,0,1
"5228","大都市",0,0,1,0,0,0,1
"5229","大蒜",0,0,0,0,1,0,1
"5230","大柄",1,0,0,0,0,0,1
"5231","大別",0,0,0,1,0,0,1
"5232","大名",1,0,0,0,0,0,1
"5233","大和",1,0,0,0,0,0,1
"5234","大和証券",1,0,0,0,0,0,1
"5235","第一線",1,0,0,0,0,0,1
"5236","第一歩",0,0,0,1,0,0,1
"5237","醍醐味",1,0,0,0,0,0,1
"5238","題材",0,0,0,1,0,0,1
"5239","沢",1,0,0,0,0,0,1
"5240","只",1,0,0,0,0,0,1
"5241","脱却",0,0,0,0,1,0,1
"5242","脱線",1,0,0,0,0,0,1
"5243","棚卸し",0,0,0,1,0,0,1
"5244","単一",0,0,0,1,0,0,1
"5245","単体",0,0,0,1,0,0,1
"5246","単調",0,0,0,1,0,0,1
"5247","探偵",0,0,1,0,0,0,1
"5248","短い",0,0,1,0,0,0,1
"5249","短時間",1,0,0,0,0,0,1
"5250","短大",0,0,0,0,0,1,1
"5251","端",0,0,0,1,0,0,1
"5252","端的",1,0,0,0,0,0,1
"5253","誕",1,0,0,0,0,0,1
"5254","団長",0,0,0,1,0,0,1
"5255","断面",1,0,0,0,0,0,1
"5256","暖かい",1,0,0,0,0,0,1
"5257","暖冬",0,0,0,1,0,0,1
"5258","暖流",0,0,0,0,1,0,1
"5259","段落",1,0,0,0,0,0,1
"5260","男",1,0,0,0,0,0,1
"5261","談",0,0,0,1,0,0,1
"5262","値下げ",0,0,1,0,0,0,1
"5263","知人",0,0,0,0,1,0,1
"5264","地球",0,0,1,0,0,0,1
"5265","地方自治体",0,0,1,0,0,0,1
"5266","地面",0,0,0,1,0,0,1
"5267","恥ずかしい",1,0,0,0,0,0,1
"5268","智洋",0,0,0,1,0,0,1
"5269","稚拙",0,0,0,1,0,0,1
"5270","遅配",1,0,0,0,0,0,1
"5271","畜産",0,0,0,0,1,0,1
"5272","竹の子",0,0,0,1,0,0,1
"5273","秩序",0,0,0,1,0,0,1
"5274","中学",0,0,0,1,0,0,1
"5275","中堅",0,0,0,1,0,0,1
"5276","中江",0,0,0,1,0,0,1
"5277","中国電力",1,0,0,0,0,0,1
"5278","中旬",0,0,0,0,1,0,1
"5279","中傷",1,0,0,0,0,0,1
"5280","中途",1,0,0,0,0,0,1
"5281","仲",0,0,0,1,0,0,1
"5282","昼食",1,0,0,0,0,0,1
"5283","注",1,0,0,0,0,0,1
"5284","注釈",0,0,0,1,0,0,1
"5285","虫",1,0,0,0,0,0,1
"5286","猪口",0,0,0,0,0,1,1
"5287","著",1,0,0,0,0,0,1
"5288","著名",0,0,0,1,0,0,1
"5289","丁寧",0,0,0,0,0,1,1
"5290","朝",0,0,0,1,0,0,1
"5291","朝食",0,0,1,0,0,0,1
"5292","町中",0,0,1,0,0,0,1
"5293","町長",0,0,0,0,1,0,1
"5294","調",0,0,0,1,0,0,1
"5295","調子",0,0,0,1,0,0,1
"5296","調理",0,0,0,0,1,0,1
"5297","長官",0,0,1,0,0,0,1
"5298","長期間",0,0,0,0,1,0,1
"5299","長居",0,0,0,0,0,1,1
"5300","長男",0,0,0,1,0,0,1
"5301","頂上",1,0,0,0,0,0,1
"5302","鳥",0,0,0,1,0,0,1
"5303","鳥取大",1,0,0,0,0,0,1
"5304","直営",0,0,0,0,0,1,1
"5305","直結",0,0,0,1,0,0,1
"5306","直後",0,0,0,1,0,0,1
"5307","直視",0,0,0,1,0,0,1
"5308","直接的",0,0,0,0,0,1,1
"5309","直線",0,0,0,1,0,0,1
"5310","津波",1,0,0,0,0,0,1
"5311","椎茸",0,0,0,0,1,0,1
"5312","追記",0,0,0,0,1,0,1
"5313","追尾",1,0,0,0,0,0,1
"5314","痛感",0,0,0,1,0,0,1
"5315","痛手",0,0,1,0,0,0,1
"5316","通い",0,0,0,1,0,0,1
"5317","通貨",0,0,0,0,0,1,1
"5318","通史",1,0,0,0,0,0,1
"5319","通例",0,0,0,1,0,0,1
"5320","通話",1,0,0,0,0,0,1
"5321","潰し",1,0,0,0,0,0,1
"5322","釣り",0,0,0,1,0,0,1
"5323","低迷",0,0,1,0,0,0,1
"5324","停止",1,0,0,0,0,0,1
"5325","定着",1,0,0,0,0,0,1
"5326","定番",1,0,0,0,0,0,1
"5327","弟",1,0,0,0,0,0,1
"5328","抵抗",0,0,0,1,0,0,1
"5329","提起",0,0,0,1,0,0,1
"5330","程",0,0,0,1,0,0,1
"5331","締結",0,0,0,1,0,0,1
"5332","滴",0,0,0,0,1,0,1
"5333","適応",1,0,0,0,0,0,1
"5334","適宜",1,0,0,0,0,0,1
"5335","適切",1,0,0,0,0,0,1
"5336","哲学",0,0,0,1,0,0,1
"5337","徹底的",1,0,0,0,0,0,1
"5338","撤廃",0,0,0,0,0,1,1
"5339","典",1,0,0,0,0,0,1
"5340","天井",1,0,0,0,0,0,1
"5341","天災",0,0,0,1,0,0,1
"5342","天然",0,0,0,1,0,0,1
"5343","天秤",0,0,0,1,0,0,1
"5344","展",1,0,0,0,0,0,1
"5345","店員",0,0,0,0,1,0,1
"5346","店長",0,0,0,0,1,0,1
"5347","店内",0,0,0,0,0,1,1
"5348","添付",1,0,0,0,0,0,1
"5349","転換期",0,0,0,1,0,0,1
"5350","転籍",0,0,0,1,0,0,1
"5351","転任",0,0,0,1,0,0,1
"5352","転落",0,0,0,1,0,0,1
"5353","伝い",1,0,0,0,0,0,1
"5354","田んぼ",0,0,0,1,0,0,1
"5355","田鹿",1,0,0,0,0,0,1
"5356","田川",1,0,0,0,0,0,1
"5357","電機",0,0,0,0,0,1,1
"5358","電波",1,0,0,0,0,0,1
"5359","吐き気",0,0,0,0,0,1,1
"5360","徒歩",0,0,0,0,0,1,1
"5361","杜",0,0,0,1,0,0,1
"5362","登",1,0,0,0,0,0,1
"5363","途端",0,0,0,1,0,0,1
"5364","途中",1,0,0,0,0,0,1
"5365","都区",0,0,1,0,0,0,1
"5366","都知事",1,0,0,0,0,0,1
"5367","都度",0,0,0,0,0,1,1
"5368","都府県",0,0,1,0,0,0,1
"5369","都民",0,0,0,0,0,1,1
"5370","土産物",1,0,0,0,0,0,1
"5371","土鍋",1,0,0,0,0,0,1
"5372","土曜",0,0,0,1,0,0,1
"5373","奴",1,0,0,0,0,0,1
"5374","倒産",1,0,0,0,0,0,1
"5375","冬季",0,0,1,0,0,0,1
"5376","唐",0,0,0,1,0,0,1
"5377","島",1,0,0,0,0,0,1
"5378","投手",0,0,0,1,0,0,1
"5379","投入",1,0,0,0,0,0,1
"5380","投与",0,0,0,1,0,0,1
"5381","搭載",1,0,0,0,0,0,1
"5382","東口",0,0,0,0,1,0,1
"5383","東高尾",1,0,0,0,0,0,1
"5384","東伯",1,0,0,0,0,0,1
"5385","東北",0,0,1,0,0,0,1
"5386","盗用",1,0,0,0,0,0,1
"5387","当て",0,0,0,1,0,0,1
"5388","当事者",0,0,0,1,0,0,1
"5389","当人",1,0,0,0,0,0,1
"5390","当選",1,0,0,0,0,0,1
"5391","当日",0,0,0,0,0,1,1
"5392","等式",0,0,0,1,0,0,1
"5393","統一",0,0,0,1,0,0,1
"5394","統括",1,0,0,0,0,0,1
"5395","到達",1,0,0,0,0,0,1
"5396","藤",1,0,0,0,0,0,1
"5397","討論",0,0,0,0,1,0,1
"5398","豆",1,0,0,0,0,0,1
"5399","豆腐",0,0,0,0,0,1,1
"5400","逃れ",0,0,0,1,0,0,1
"5401","透明",0,0,0,0,0,1,1
"5402","頭金",1,0,0,0,0,0,1
"5403","頭痛",0,0,0,0,0,1,1
"5404","闘い",0,0,0,0,0,1,1
"5405","働",0,0,0,1,0,0,1
"5406","動機",1,0,0,0,0,0,1
"5407","動態",0,0,0,1,0,0,1
"5408","動的",1,0,0,0,0,0,1
"5409","同志",0,0,0,0,1,0,1
"5410","同氏",1,0,0,0,0,0,1
"5411","同省",0,0,0,1,0,0,1
"5412","同然",0,0,0,1,0,0,1
"5413","同年",0,0,0,0,0,1,1
"5414","堂",1,0,0,0,0,0,1
"5415","洞窟",0,0,0,0,0,1,1
"5416","道筋",0,0,0,1,0,0,1
"5417","得体",0,0,0,0,0,1,1
"5418","特集",1,0,0,0,0,0,1
"5419","特性",1,0,0,0,0,0,1
"5420","特有",0,0,0,0,0,1,1
"5421","篤史",0,0,0,1,0,0,1
"5422","独占",0,0,0,1,0,0,1
"5423","独断",0,0,0,1,0,0,1
"5424","独特",0,0,0,1,0,0,1
"5425","読売新聞",1,0,0,0,0,0,1
"5426","突出",0,0,0,1,0,0,1
"5427","突入",0,0,0,1,0,0,1
"5428","突発",0,0,0,1,0,0,1
"5429","内戦",1,0,0,0,0,0,1
"5430","内臓",1,0,0,0,0,0,1
"5431","内部",0,0,0,1,0,0,1
"5432","内訳",1,0,0,0,0,0,1
"5433","鍋",0,0,1,0,0,0,1
"5434","南",0,0,0,0,1,0,1
"5435","二者択一",0,0,0,1,0,0,1
"5436","匂い",0,0,0,1,0,0,1
"5437","賑やか",0,0,0,0,1,0,1
"5438","日帰り",0,0,0,0,0,1,1
"5439","日記",1,0,0,0,0,0,1
"5440","日経",0,0,1,0,0,0,1
"5441","日頃",0,0,0,1,0,0,1
"5442","日持ち",1,0,0,0,0,0,1
"5443","日動",1,0,0,0,0,0,1
"5444","日本円",1,0,0,0,0,0,1
"5445","日本国",0,0,0,0,0,1,1
"5446","日野",0,0,1,0,0,0,1
"5447","乳児",0,0,0,0,0,1,1
"5448","入り",0,0,0,0,1,0,1
"5449","入院",0,0,0,0,0,1,1
"5450","入荷",1,0,0,0,0,0,1
"5451","入校",0,0,0,0,1,0,1
"5452","入室",1,0,0,0,0,0,1
"5453","入手",0,0,0,0,1,0,1
"5454","入所",1,0,0,0,0,0,1
"5455","入退院",0,0,0,1,0,0,1
"5456","入湯",1,0,0,0,0,0,1
"5457","入門",1,0,0,0,0,0,1
"5458","入力",1,0,0,0,0,0,1
"5459","如実",0,0,0,1,0,0,1
"5460","妊娠",0,0,0,0,0,1,1
"5461","熱",0,0,0,1,0,0,1
"5462","熱意",1,0,0,0,0,0,1
"5463","熱心",0,0,0,1,0,0,1
"5464","熱中",0,0,0,0,0,1,1
"5465","熱望",1,0,0,0,0,0,1
"5466","年寄り",0,0,0,0,0,1,1
"5467","年始",0,0,0,1,0,0,1
"5468","年少",0,0,1,0,0,0,1
"5469","年配",1,0,0,0,0,0,1
"5470","年版",0,0,0,0,0,1,1
"5471","年表",1,0,0,0,0,0,1
"5472","念頭",0,0,0,1,0,0,1
"5473","燃料",0,0,1,0,0,0,1
"5474","納品",0,0,0,1,0,0,1
"5475","能見",0,0,0,1,0,0,1
"5476","能率",1,0,0,0,0,0,1
"5477","脳卒中",0,0,0,1,0,0,1
"5478","農",0,0,0,1,0,0,1
"5479","農場",1,0,0,0,0,0,1
"5480","農繁期",0,0,0,1,0,0,1
"5481","波及",0,0,0,1,0,0,1
"5482","波紋",0,0,0,1,0,0,1
"5483","派遣",1,0,0,0,0,0,1
"5484","派手",1,0,0,0,0,0,1
"5485","派生",1,0,0,0,0,0,1
"5486","破り",1,0,0,0,0,0,1
"5487","破戒",0,0,0,1,0,0,1
"5488","婆さん",1,0,0,0,0,0,1
"5489","俳句",1,0,0,0,0,0,1
"5490","排他",1,0,0,0,0,0,1
"5491","背中",1,0,0,0,0,0,1
"5492","輩出",0,0,0,1,0,0,1
"5493","配置",1,0,0,0,0,0,1
"5494","倍増",1,0,0,0,0,0,1
"5495","倍速",1,0,0,0,0,0,1
"5496","倍率",0,0,0,1,0,0,1
"5497","媒体",0,0,0,1,0,0,1
"5498","梅雨",0,0,0,0,0,1,1
"5499","買い手",0,0,0,0,1,0,1
"5500","伯耆",0,0,1,0,0,0,1
"5501","博覧",0,0,0,1,0,0,1
"5502","拍車",0,0,0,1,0,0,1
"5503","白菜",0,0,1,0,0,0,1
"5504","白磁",0,1,0,0,0,0,1
"5505","薄い",0,0,0,1,0,0,1
"5506","爆発",0,0,0,1,0,0,1
"5507","莫大",0,0,0,0,0,1,1
"5508","肌着",1,0,0,0,0,0,1
"5509","畑",0,0,0,1,0,0,1
"5510","八つ",1,0,0,0,0,0,1
"5511","発揮",0,0,1,0,0,0,1
"5512","発掘",0,0,1,0,0,0,1
"5513","発症",0,0,0,0,0,1,1
"5514","発病",0,0,0,1,0,0,1
"5515","伐採",0,0,1,0,0,0,1
"5516","半",1,0,0,0,0,0,1
"5517","半減",1,0,0,0,0,0,1
"5518","半島",1,0,0,0,0,0,1
"5519","半々",0,0,0,1,0,0,1
"5520","反応",0,0,0,1,0,0,1
"5521","反響",0,0,0,1,0,0,1
"5522","反省",0,0,0,1,0,0,1
"5523","反対",1,0,0,0,0,0,1
"5524","反面",0,0,0,0,0,1,1
"5525","反芻",0,0,0,1,0,0,1
"5526","汎用",1,0,0,0,0,0,1
"5527","繁華",0,0,0,0,1,0,1
"5528","繁茂",0,0,0,1,0,0,1
"5529","般的",1,0,0,0,0,0,1
"5530","藩政",1,0,0,0,0,0,1
"5531","晩",0,0,0,1,0,0,1
"5532","否",0,0,0,1,0,0,1
"5533","彼女",1,0,0,0,0,0,1
"5534","悲しみ",0,0,0,1,0,0,1
"5535","疲労",0,0,0,1,0,0,1
"5536","皮切り",0,0,0,1,0,0,1
"5537","皮膚",0,0,0,1,0,0,1
"5538","秘密",1,0,0,0,0,0,1
"5539","肥満",1,0,0,0,0,0,1
"5540","肥料",1,0,0,0,0,0,1
"5541","被災",1,0,0,0,0,0,1
"5542","誹謗",1,0,0,0,0,0,1
"5543","非常勤",0,0,0,1,0,0,1
"5544","非常時",0,0,0,1,0,0,1
"5545","飛躍",0,0,0,1,0,0,1
"5546","微分",0,0,0,1,0,0,1
"5547","微妙",0,0,0,1,0,0,1
"5548","美術館",1,0,0,0,0,0,1
"5549","美味い",0,0,0,0,1,0,1
"5550","鼻",0,0,0,0,0,1,1
"5551","匹",0,0,0,1,0,0,1
"5552","匹敵",0,1,0,0,0,0,1
"5553","必死",0,0,0,1,0,0,1
"5554","必需",1,0,0,0,0,0,1
"5555","必然",1,0,0,0,0,0,1
"5556","必読",1,0,0,0,0,0,1
"5557","筆",0,0,0,1,0,0,1
"5558","筆頭",1,0,0,0,0,0,1
"5559","逼迫",0,0,0,1,0,0,1
"5560","紐付き",1,0,0,0,0,0,1
"5561","標準",0,0,0,1,0,0,1
"5562","氷",0,0,0,0,1,0,1
"5563","票",0,0,0,0,0,1,1
"5564","表示法",1,0,0,0,0,0,1
"5565","表彰",1,0,0,0,0,0,1
"5566","表彰台",0,0,0,1,0,0,1
"5567","評",1,0,0,0,0,0,1
"5568","評判",0,0,1,0,0,0,1
"5569","描写",0,0,0,1,0,0,1
"5570","病後",0,0,0,0,0,1,1
"5571","秒",0,0,0,0,0,1,1
"5572","品目",1,0,0,0,0,0,1
"5573","浜",1,0,0,0,0,0,1
"5574","貧富",0,0,0,1,0,0,1
"5575","不可",1,0,0,0,0,0,1
"5576","不可能",0,0,0,1,0,0,1
"5577","不慣れ",0,0,0,1,0,0,1
"5578","不謹慎",0,0,0,1,0,0,1
"5579","不十分",0,0,0,1,0,0,1
"5580","不詳",0,0,1,0,0,0,1
"5581","不成立",0,0,0,1,0,0,1
"5582","不調",1,0,0,0,0,0,1
"5583","不得意",1,0,0,0,0,0,1
"5584","不平等",1,0,0,0,0,0,1
"5585","不便",0,0,1,0,0,0,1
"5586","不法",1,0,0,0,0,0,1
"5587","不満",1,0,0,0,0,0,1
"5588","不要",0,0,0,0,0,1,1
"5589","不良",1,0,0,0,0,0,1
"5590","付き添い",1,0,0,0,0,0,1
"5591","付属",1,0,0,0,0,0,1
"5592","付録",1,0,0,0,0,0,1
"5593","富永",0,0,0,0,1,0,1
"5594","富山",0,0,1,0,0,0,1
"5595","布",1,0,0,0,0,0,1
"5596","怖い",0,0,0,0,0,1,1
"5597","浮き彫り",0,0,0,1,0,0,1
"5598","浮揚",0,0,0,1,0,0,1
"5599","父",1,0,0,0,0,0,1
"5600","負荷",0,0,0,1,0,0,1
"5601","赴任",0,0,0,1,0,0,1
"5602","附属",0,0,0,1,0,0,1
"5603","部材",1,0,0,0,0,0,1
"5604","部品",0,0,1,0,0,0,1
"5605","風雲児",1,0,0,0,0,0,1
"5606","風潮",0,0,0,1,0,0,1
"5607","風土",0,0,1,0,0,0,1
"5608","風味",0,0,0,0,1,0,1
"5609","伏流",1,0,0,0,0,0,1
"5610","副作用",0,0,0,0,1,0,1
"5611","副賞",1,0,0,0,0,0,1
"5612","復活",1,0,0,0,0,0,1
"5613","復旧",1,0,0,0,0,0,1
"5614","復習",0,0,0,1,0,0,1
"5615","福知山",0,0,0,1,0,0,1
"5616","福島",0,0,1,0,0,0,1
"5617","複合",1,0,0,0,0,0,1
"5618","払拭",0,0,0,1,0,0,1
"5619","仏閣",1,0,0,0,0,0,1
"5620","物産",1,0,0,0,0,0,1
"5621","物質",0,0,0,1,0,0,1
"5622","物性",1,0,0,0,0,0,1
"5623","物的",0,0,0,1,0,0,1
"5624","分化",0,0,0,1,0,0,1
"5625","分科",0,0,1,0,0,0,1
"5626","分散",1,0,0,0,0,0,1
"5627","分担",0,0,0,0,0,1,1
"5628","分断",0,0,0,1,0,0,1
"5629","分泌",1,0,0,0,0,0,1
"5630","分量",0,0,0,1,0,0,1
"5631","文科",0,0,0,1,0,0,1
"5632","文庫",0,0,0,1,0,0,1
