"","business.txt","culture.txt","datademirutottori.txt","opinion.txt","press_release.txt","public.txt"
"税金",26,0,1,2,0,1
"税込",3,0,0,0,0,0
"税収",1,0,0,1,0,0
"税率",3,0,0,0,0,0
"脆弱",0,0,0,1,0,0
"席巻",1,0,0,0,0,0
"昔",0,0,2,3,0,0
"石けん",0,0,0,0,0,1
"石浦",0,0,0,1,0,0
"石見",1,0,0,0,0,0
"石川",1,0,1,6,0,0
"石破",4,0,0,0,0,0
"積み木",0,0,0,1,0,0
"積極",8,0,0,2,1,7
"積分",0,0,0,2,0,0
"責任",1,0,0,6,0,0
"責務",1,0,0,1,0,0
"赤崎",0,0,0,0,0,2
"赤字",1,0,0,1,0,0
"赤十字血液センター",0,0,0,0,1,0
"切磋琢磨",0,1,0,0,0,0
"拙い",0,0,0,1,0,0
"拙著",0,0,0,1,0,0
"接",1,0,0,0,0,0
"接触",3,0,0,1,0,1
"接続",2,0,0,0,0,0
"接待",2,0,0,0,0,0
"接点",0,0,0,0,3,0
"摂取",0,0,1,0,0,0
"折れ線",3,0,0,0,0,0
"設機",1,0,0,0,0,0
"設計",7,0,0,1,0,0
"設置",5,0,0,1,1,1
"設定",5,0,0,4,0,0
"設備",4,0,0,2,0,0
"設立",4,0,0,18,5,0
"節約",2,0,0,0,0,0
"説",3,0,0,0,0,0
"説得",0,0,1,0,0,0
"説明",22,0,2,1,0,1
"雪",0,0,0,7,0,0
"雪だるま",0,0,0,1,0,0
"絶対",3,0,0,3,0,0
"絶大",1,0,0,0,0,0
"先",20,0,6,13,2,5
"先ほど",0,0,1,3,0,0
"先駆",0,0,0,1,0,0
"先取り",0,0,0,1,0,0
"先述",0,1,0,1,0,0
"先進",5,0,0,4,0,0
"先生",1,0,0,18,0,0
"先端",0,0,0,2,0,0
"先着",0,0,0,0,0,1
"先程",0,0,0,1,0,0
"先頭",0,0,1,0,2,0
"先日",0,0,1,0,0,2
"先輩",1,0,0,3,0,0
"千",2,0,5,2,0,1
"千尋",3,0,0,0,0,0
"千代川",2,0,0,0,0,0
"占い",1,0,0,0,0,0
"宣言",6,0,0,6,0,6
"専業",1,0,0,0,0,3
"専任",0,0,0,1,0,0
"専門",5,0,0,5,0,8
"専用",0,0,0,0,2,0
"川",1,0,0,2,0,0
"戦",1,0,0,6,0,0
"戦い",0,0,0,2,0,0
"戦後",1,0,0,0,0,0
"戦国",9,0,0,0,0,0
"戦術",0,0,0,0,1,0
"戦略",12,0,0,7,1,3
"浅い",1,0,0,0,0,0
"浅井",1,0,0,0,0,0
"浅田",1,0,0,0,0,0
"洗濯",1,0,0,0,0,0
"洗面",1,0,0,0,0,0
"潜在",1,0,0,3,0,0
"線",1,0,3,10,0,0
"繊維",1,0,0,0,0,0
"船",1,0,0,0,0,0
"船岡",0,0,0,0,1,0
"選",3,0,0,0,0,0
"選び",3,0,0,0,0,0
"選考",4,0,0,1,0,0
"選択",4,0,2,4,0,2
"選択肢",9,0,2,3,0,2
"選定",1,0,0,0,0,0
"選抜",0,0,0,2,0,0
"選別",1,0,0,1,0,0
"鮮やか",0,0,0,0,1,0
"鮮度",0,0,0,0,0,1
"鮮明",0,0,0,1,0,0
"前",13,0,4,12,0,3
"前のめり",1,0,0,0,0,0
"前回",2,0,0,1,0,0
"前後",0,0,0,0,0,2
"前者",1,0,1,0,0,0
"前述",1,0,3,0,0,2
"前書き",0,0,0,1,0,0
"前触れ",1,0,0,0,0,0
"前提",2,0,2,4,0,0
"前田",0,1,0,0,0,0
"前倒し",1,0,1,1,0,0
"前任",2,0,0,9,0,0
"前年",1,0,12,0,0,0
"前半",5,0,0,2,0,0
"前編",1,0,0,0,0,0
"前例",1,0,0,0,0,0
"善一",0,0,0,0,1,0
"善博",1,0,0,0,0,0
"全う",1,0,0,0,0,0
"全て",8,0,1,5,0,1
"全域",3,0,0,0,0,0
"全員",5,0,0,3,0,3
"全額",0,0,0,0,0,2
"全校",0,0,0,1,0,0
"全国",26,0,79,16,8,28
"全体",22,0,14,1,1,2
"全長",1,0,0,0,0,0
"全天候",0,0,0,1,0,0
"全般",1,0,0,0,0,0
"全部",0,0,0,1,0,0
"全面",0,0,0,1,0,1
"全力",1,0,1,1,0,0
"措置",0,0,0,1,0,0
"狙い",1,0,0,0,0,0
"疎い",1,0,0,0,0,0
"疎通",1,0,0,1,0,0
"素材",0,0,0,1,0,0
"素晴らしい",1,0,0,2,1,0
"素早い",1,0,0,0,0,1
"素敵",1,0,0,0,1,0
"組み",1,0,0,0,0,0
"組み合わせ",5,0,0,0,0,0
"組合",1,0,0,0,0,0
"組合せ",1,0,0,0,0,0
"組織",6,0,0,19,0,0
"創",3,0,3,4,0,0
"創業",2,0,0,1,1,8
"創作",1,0,0,0,0,0
"創出",1,0,1,1,4,0
"創成",1,0,4,0,0,0
"創設",1,0,0,2,0,0
"創造",7,0,0,23,1,0
"倉吉",1,0,6,1,0,6
"奏",0,0,0,1,0,0
"層",1,0,4,6,0,5
"惣菜",1,0,0,0,0,0
"想い",1,0,0,6,1,0
"想像",9,0,0,5,1,0
"想定",1,0,1,5,0,2
"掃除",57,0,0,3,0,0
"操業",1,0,0,0,0,0
"操作",6,0,0,0,0,0
"操縦",4,0,0,0,0,0
"早い",6,0,0,6,0,1
"早稲田大学",0,0,0,3,0,0
"早期",2,0,0,1,0,2
"早起き",0,0,1,0,0,0
"早急",1,0,1,0,0,0
"早寝",0,0,1,0,0,0
"早晩",0,0,0,1,0,0
"相関",1,0,11,0,0,0
"相互",2,0,0,0,0,0
"相手",2,0,0,9,0,0
"相性",1,0,0,0,0,0
"相続",1,0,0,0,0,0
"相談",2,0,0,5,0,2
"相当",1,0,0,1,0,7
"窓口",0,0,0,0,0,1
"総額",0,0,0,2,0,6
"総括",1,0,0,0,0,0
"総研",0,0,1,0,0,0
"総合",2,0,0,4,1,1
"総菜",0,0,0,0,0,1
"総称",1,0,0,0,0,0
"総数",0,0,1,0,0,1
"総勢",0,0,0,1,0,0
"総体",0,0,0,1,0,0
"総務",6,0,17,3,0,4
"総和",1,0,0,0,0,0
"草",0,0,1,1,0,0
"草取り",0,0,0,5,0,0
"装置",0,0,0,1,0,0
"送り迎え",1,0,0,0,0,0
"送別",0,0,0,0,2,0
"像",4,0,0,2,0,0
"増",1,0,0,0,0,0
"増加",16,0,21,3,1,6
"増額",0,0,0,1,0,0
"増税",1,0,0,0,0,0
"贈呈",0,0,0,0,0,1
"贈与",2,0,0,1,0,0
"造り",0,0,0,0,0,1
"促進",3,0,0,5,0,4
"側",25,0,1,11,3,2
"側面",2,0,2,0,1,0
"息苦しい",0,0,0,1,0,0
"息子",0,0,0,2,0,0
"息切れ",0,0,0,0,0,3
"捉",0,0,0,1,0,0
"測定",1,0,0,0,5,1
"測量",2,0,0,0,0,0
"足",8,0,4,1,2,0
"足元",0,0,1,0,0,0
"足踏み",0,0,0,1,0,0
"速い",1,0,0,0,0,0
"速度",2,0,3,0,0,0
"属人",1,0,0,0,0,0
"続き",0,0,0,0,0,1
"続報",0,0,0,0,1,0
"卒",4,0,1,8,0,0
"卒業",1,0,4,8,0,1
"卒業生",0,0,0,2,0,1
"存在",8,1,6,10,3,2
"存続",1,0,1,0,0,0
"存亡",0,0,0,1,0,0
"孫",0,0,0,0,1,0
"尊重",1,0,0,0,0,0
"損",1,0,0,0,0,0
"損益",0,0,1,0,0,0
"損失",7,0,1,9,0,0
"村",1,1,5,0,0,0
"村岡",9,0,0,0,0,0
"村民",1,0,0,0,0,0
"他",29,0,7,4,2,4
"他校",0,0,0,1,0,0
"他国",0,0,1,0,0,0
"他社",1,0,0,0,0,0
"他者",1,0,0,2,0,0
"他人",1,0,0,0,2,0
"他方",0,0,0,1,0,0
"多い",59,0,52,31,3,23
"多く",35,0,8,9,12,9
"多角",1,0,0,0,0,0
"多感",0,0,0,1,0,0
"多岐",1,0,0,0,0,0
"多子",0,0,0,0,0,2
"多人数",0,0,0,0,0,1
"多数",4,0,0,1,0,1
"多大",2,0,0,1,0,0
"多面",1,0,0,0,0,0
"多様",4,0,0,6,1,0
"太",2,0,1,0,0,0
"妥協",0,0,0,1,1,0
"打ち合わせ",1,0,0,1,0,0
"打開",0,0,0,2,1,0
"打撃",2,0,0,0,0,3
"打合わせ",0,0,0,0,0,1
"打診",1,0,0,0,0,0
"体",3,0,0,1,0,0
"体育",1,0,0,0,0,0
"体温",1,0,0,0,2,1
"体感",0,0,0,1,0,0
"体系",0,0,0,1,0,0
"体験",19,0,0,5,1,20
"体裁",1,0,0,0,0,0
"体制",2,0,0,3,0,1
"体勢",0,0,0,1,0,0
"体調",2,0,0,1,1,0
"体力",1,0,0,0,0,0
"対応",27,1,3,15,0,3
"対策",20,0,10,2,0,11
"対処",0,0,0,4,0,0
"対象",14,0,3,2,0,19
"対人",0,0,0,1,0,0
"対面",3,0,1,2,0,2
"対話",3,0,0,0,0,0
"対峙",0,1,0,0,0,0
"帯",1,0,1,0,0,1
"待機",0,0,0,0,0,1
"態勢",0,0,0,1,0,0
"態度",0,0,0,1,0,0
"滞在",0,0,2,0,0,0
"貸し出し",1,0,0,0,0,0
"貸切",1,0,0,0,0,0
"退屈",0,0,0,1,0,0
"退社",0,0,0,0,1,0
"退職",0,0,0,3,0,1
"鯛",0,0,0,1,0,0
"代",32,0,1,3,0,2
"代わり",1,0,1,0,0,1
"代金",1,0,0,0,0,2
"代行",1,0,0,1,0,0
"代謝",2,0,0,0,0,0
"代数",0,0,0,1,0,0
"代替",1,0,0,6,0,0
"代表",11,0,5,5,8,2
"代目",2,0,0,0,0,0
"台",1,0,1,1,0,0
"台帳",0,0,0,0,0,1
"台風",1,0,0,0,0,0
"大きい",23,0,15,15,5,3
"大家",1,0,0,0,0,0
"大火",3,0,0,0,0,0
"大会",0,0,0,4,0,0
"大改革",0,0,0,0,1,0
"大学",21,0,3,42,0,3
"大学院",1,0,0,5,0,0
"大学院生",0,0,0,0,0,1
"大学生",5,0,4,5,0,4
"大学前",0,0,2,0,0,0
"大金",1,0,0,0,0,0
"大型",2,0,0,1,0,0
"大好き",1,0,0,1,0,0
"大国",2,0,0,0,0,0
"大阪",7,0,1,0,1,2
"大皿",0,0,0,0,0,1
"大山",6,0,3,6,21,6
"大志",0,0,0,0,1,0
"大事",7,0,3,14,0,0
"大手",10,0,4,2,0,1
"大小",1,0,0,0,0,0
"大丈夫",4,0,0,0,0,0
"大臣",2,0,0,0,0,0
"大震",0,0,0,3,0,0
"大人",4,0,0,9,0,2
"大人気",1,0,0,0,0,0
"大勢",0,0,0,1,0,0
"大切",16,0,7,11,0,4
"大前提",1,0,0,0,0,0
"大相撲",0,0,0,2,0,0
"大体",0,0,0,1,0,0
"大抵",1,0,0,0,0,0
"大都市",0,0,1,0,0,0
"大豆",3,0,0,0,0,0
"大半",2,0,2,0,1,0
"大蒜",0,0,0,0,1,0
"大幅",2,0,2,3,0,1
"大平",0,0,0,0,0,2
"大柄",1,0,0,0,0,0
"大別",0,0,0,1,0,0
"大変",4,0,1,0,0,2
"大名",1,0,0,0,0,0
"大量",2,2,3,3,1,0
"大和",1,0,0,0,0,0
"大和証券",1,0,0,0,0,0
"大枠",1,0,0,0,2,0
"第一線",1,0,0,0,0,0
"第一歩",0,0,0,1,0,0
"醍醐味",1,0,0,0,0,0
"題材",0,0,0,1,0,0
"宅配",2,0,0,0,0,0
"択",0,0,0,2,0,0
"沢",1,0,0,0,0,0
"沢山",3,0,0,0,0,0
"只",1,0,0,0,0,0
"達",1,1,1,22,1,0
"達成",4,0,1,1,2,0
"脱却",0,0,0,0,1,0
"脱線",1,0,0,0,0,0
"棚卸し",0,0,0,1,0,0
"谷",0,2,0,0,0,0
"誰",15,0,0,10,4,1
"誰か",1,0,0,1,0,0
"単位",3,0,1,1,0,2
"単一",0,0,0,1,0,0
"単価",2,0,0,0,1,0
"単語",2,0,0,0,0,0
"単純",3,0,0,0,1,0
"単身",0,0,1,1,0,0
"単体",0,0,0,1,0,0
"単調",0,0,0,1,0,0
"担い手",1,0,0,0,0,1
"担当",9,0,0,4,0,0
"担保",2,0,2,0,0,0
"探究",0,0,0,3,0,0
"探偵",0,0,1,0,0,0
"短い",0,0,1,0,0,0
"短期",1,0,1,0,0,1
"短時間",1,0,0,0,0,0
"短縮",4,0,0,0,0,2
"短大",0,0,0,0,0,1
"端",0,0,0,1,0,0
"端的",1,0,0,0,0,0
"端末",0,0,2,1,0,0
"誕",1,0,0,0,0,0
"誕生",1,1,0,1,2,0
"団体",5,0,0,15,1,0
"団長",0,0,0,1,0,0
"弾",0,0,0,0,0,5
"断念",0,0,0,2,0,0
"断面",1,0,0,0,0,0
"暖かい",1,0,0,0,0,0
"暖冬",0,0,0,1,0,0
"暖流",0,0,0,0,1,0
"段階",2,0,1,3,0,2
"段落",1,0,0,0,0,0
"男",1,0,0,0,0,0
"男女",0,0,1,3,0,0
"男性",3,0,2,2,1,4
"談",0,0,0,1,0,0
"値",1,0,2,1,0,1
"値下げ",0,0,1,0,0,0
"値段",2,0,0,0,0,0
"知恵",2,0,0,13,0,0
"知事",13,0,0,0,0,1
"知識",11,0,1,11,0,0
"知人",0,0,0,0,1,0
"知的",1,0,0,2,0,0
"知能",0,0,0,2,0,0
"知名度",2,0,2,0,0,0
"地",7,0,22,8,7,8
"地域",88,0,45,96,10,45
"地価",0,0,3,2,0,0
"地球",0,0,1,0,0,0
"地銀",0,0,0,0,0,4
"地区",0,2,0,3,0,0
"地形",3,0,0,0,0,0
"地元",10,0,15,36,1,6
"地産",0,0,0,0,5,0
"地震",3,0,0,0,0,0
"地図",4,0,0,0,0,0
"地中海",1,0,0,3,0,0
"地道",5,0,0,1,0,0
"地方",41,0,19,22,1,26
"地方自治体",0,0,1,0,0,0
"地名",2,0,0,0,0,0
"地面",0,0,0,1,0,0
"地理",4,0,2,0,0,0
"恥ずかしい",1,0,0,0,0,0
"智頭",1,0,1,0,0,2
"智之",2,0,0,0,0,0
"智洋",0,0,0,1,0,0
"稚拙",0,0,0,1,0,0
"遅い",2,0,4,0,0,0
"遅れ",2,0,0,0,0,0
"遅延",2,0,0,0,0,0
"遅配",1,0,0,0,0,0
"畜産",0,0,0,0,1,0
"竹の子",0,0,0,1,0,0
"秩序",0,0,0,1,0,0
"着実",0,0,0,3,0,0
"着目",2,0,2,0,0,0
"着用",5,0,0,1,0,1
"中",84,2,32,57,7,28
"中央",1,0,0,0,0,1
"中学",0,0,0,1,0,0
"中学校",3,0,1,3,1,0
"中学生",0,0,1,2,1,0
"中学年",3,0,0,0,0,0
"中間",2,0,1,1,0,0
"中堅",0,0,0,1,0,0
"中江",0,0,0,1,0,0
"中高",0,0,0,2,0,0
"中高生",0,0,0,34,0,0
"中国",5,0,3,2,0,2
"中国電力",1,0,0,0,0,0
"中止",4,0,1,0,2,2
"中旬",0,0,0,0,1,0
"中傷",1,0,0,0,0,0
"中小",4,0,5,1,1,6
"中心",15,1,3,7,1,7
"中身",0,0,0,3,0,0
"中世",0,0,0,3,0,0
"中途",1,0,0,0,0,0
"中部",0,0,5,0,0,0
"仲",0,0,0,1,0,0
"仲介",2,0,0,0,0,0
"仲間",1,0,0,2,0,0
"昼",1,0,0,1,0,0
"昼食",1,0,0,0,0,0
"柱",0,0,0,1,1,0
"注",1,0,0,0,0,0
"注意",10,0,3,2,0,5
"注釈",0,0,0,1,0,0
"注文",5,0,0,1,0,0
"注目",12,0,6,1,0,9
"注力",3,0,0,0,1,0
"虫",1,0,0,0,0,0
"猪口",0,0,0,0,0,1
"著",1,0,0,0,0,0
"著作",8,0,0,0,0,0
"著者",3,0,0,1,1,0
"著書",4,0,0,1,0,0
"著名",0,0,0,1,0,0
"貯蓄",2,0,0,0,0,0
"丁寧",0,0,0,0,0,1
"丁目",2,0,0,0,0,0
"兆",5,0,0,0,0,2
"兆し",0,0,0,0,2,0
"庁",1,0,0,1,0,1
"挑戦",15,4,0,8,3,2
"朝",0,0,0,1,0,0
"朝食",0,0,1,0,0,0
"町",27,0,10,5,19,28
"町村",0,0,2,0,0,0
"町中",0,0,1,0,0,0
"町長",0,0,0,0,1,0
"町内",1,0,0,0,2,5
"町民",0,0,0,0,6,5
"調",0,0,0,1,0,0
"調査",12,0,24,10,2,4
"調子",0,0,0,1,0,0
"調整",4,0,0,2,1,0
"調達",4,0,0,4,0,0
"調理",0,0,0,0,1,0
"長",1,0,0,0,1,0
"長い",2,0,1,0,0,4
"長官",0,0,1,0,0,0
"長期",2,0,0,1,0,0
"長期間",0,0,0,0,1,0
"長居",0,0,0,0,0,1
"長時間",1,0,1,1,0,0
"長男",0,0,0,1,0,0
"長年",2,0,0,1,0,0
"長野",1,0,0,0,0,3
"頂上",1,0,0,0,0,0
"鳥",0,0,0,1,0,0
"鳥取",278,1,340,168,99,228
"鳥取銀行",2,0,0,1,0,0
"鳥取砂丘",3,0,6,1,0,3
"鳥取大",1,0,0,0,0,0
"鳥取大学",6,0,0,2,0,1
"直営",0,0,0,0,0,1
"直近",0,0,1,1,0,0
"直結",0,0,0,1,0,0
"直後",0,0,0,1,0,0
"直視",0,0,0,1,0,0
"直接",11,0,1,1,2,0
"直接的",0,0,0,0,0,1
"直線",0,0,0,1,0,0
"直売",0,0,0,0,0,2
"直面",1,0,1,1,0,0
"珍しい",1,0,1,2,0,0
"賃金",13,0,1,3,0,19
"賃貸",2,0,1,0,0,0
"賃料",2,0,1,0,0,0
"津波",1,0,0,0,0,0
"椎茸",0,0,0,0,1,0
"追い風",1,0,0,1,0,0
"追加",1,0,0,0,0,2
"追記",0,0,0,0,1,0
"追求",1,0,0,2,0,0
"追尾",1,0,0,0,0,0
"痛感",0,0,0,1,0,0
"痛手",0,0,1,0,0,0
"通い",0,0,0,1,0,0
"通り",12,0,14,5,3,5
"通院",1,0,0,0,0,1
"通貨",0,0,0,0,0,1
"通学",0,0,2,1,0,3
"通勤",0,0,7,2,0,2
"通史",1,0,0,0,0,0
"通称",0,0,0,3,0,0
"通常",1,0,0,1,0,1
"通信",5,0,3,5,0,0
"通販",2,0,0,0,0,1
"通用",1,0,0,2,0,0
"通例",0,0,0,1,0,0
"通話",1,0,0,0,0,0
"潰し",1,0,0,0,0,0
"釣り",0,0,0,1,0,0
"低い",4,0,11,10,0,2
"低下",8,0,3,2,0,0
"低迷",0,0,1,0,0,0
"停止",1,0,0,0,0,0
"停滞",2,0,0,0,0,0
"定期",1,0,0,0,2,0
"定義",5,0,4,6,0,0
"定型",0,0,0,2,0,0
"定刻",1,0,0,1,0,0
"定住",4,0,1,1,0,5
"定性",3,0,1,0,0,0
"定着",1,0,0,0,0,0
"定年",0,0,0,2,0,0
"定番",1,0,0,0,0,0
"定量",6,0,3,0,0,0
"弟",1,0,0,0,0,0
"抵抗",0,0,0,1,0,0
"提案",4,0,1,4,0,1
"提起",0,0,0,1,0,0
"提供",13,0,4,6,3,6
"提言",2,0,1,3,0,1
"提示",1,0,0,2,0,4
"提出",0,0,0,1,0,1
"提唱",0,1,0,2,0,0
"程",0,0,0,1,0,0
"程度",7,0,5,5,3,2
"締結",0,0,0,1,0,0
"滴",0,0,0,0,1,0
"的",107,1,38,133,7,40
"適応",1,0,0,0,0,0
"適宜",1,0,0,0,0,0
"適切",1,0,0,0,0,0
"適用",1,0,0,1,0,1
"哲学",0,0,0,1,0,0
"徹底",8,0,0,0,1,2
"徹底的",1,0,0,0,0,0
"撤廃",0,0,0,0,0,1
"鉄則",4,0,0,0,0,0
"鉄道",1,0,0,3,0,0
"典",1,0,0,0,0,0
"天井",1,0,0,0,0,0
"天塩",2,0,0,0,0,0
"天気",0,0,2,0,0,0
"天災",0,0,0,1,0,0
"天然",0,0,0,1,0,0
"天秤",0,0,0,1,0,0
"展",1,0,0,0,0,0
"展開",8,0,1,5,1,22
"展示",2,0,0,0,0,1
"店",26,0,4,3,8,64
"店員",0,0,0,0,1,0
"店長",0,0,0,0,1,0
"店内",0,0,0,0,0,1
"店舗",18,0,0,0,1,40
"添付",1,0,0,0,0,0
"転換",0,0,2,2,1,0
"転換期",0,0,0,1,0,0
"転勤",1,0,1,0,0,0
"転職",2,0,0,1,0,0
"転籍",0,0,0,1,0,0
"転任",0,0,0,1,0,0
"転落",0,0,0,1,0,0
"点",18,0,3,21,1,5
"点検",2,0,0,0,0,0
"伝い",1,0,0,0,0,0
"伝説",0,0,0,0,2,0
"伝統",1,1,1,2,0,1
"田んぼ",0,0,0,1,0,0
"田鹿",1,0,0,0,0,0
"田舎",6,0,3,6,0,24
"田川",1,0,0,0,0,0
"田中",1,0,0,18,0,0
"電機",0,0,0,0,0,1
"電気",17,0,0,0,0,0
"電子",11,0,0,1,0,8
"電車",0,0,1,1,0,0
"電波",1,0,0,0,0,0
"電力",7,0,0,0,0,0
"電話",1,0,3,0,0,1
"吐き気",0,0,0,0,0,1
"徒歩",0,0,0,0,0,1
"斗",2,0,0,0,0,0
"杜",0,0,0,1,0,0
"登",1,0,0,0,0,0
"登校",1,0,0,1,0,0
"登山",3,0,0,0,0,0
"登場",2,1,1,0,1,0
"登録",3,0,1,0,0,3
"途上",0,0,0,2,0,0
"途端",0,0,0,1,0,0
"途中",1,0,0,0,0,0
"都",0,0,2,0,0,0
"都会",4,0,5,15,2,16
"都区",0,0,1,0,0,0
"都市",11,0,33,10,3,6
"都心",1,0,0,1,0,0
"都知事",1,0,0,0,0,0
"都度",0,0,0,0,0,1
"都道府県",2,0,16,0,0,10
"都府県",0,0,1,0,0,0
"都民",0,0,0,0,0,1
"努力",4,0,0,2,0,0
"度",22,0,3,13,7,1
"度合い",1,0,1,0,0,0
"土",0,0,0,0,0,2
"土産",1,0,0,0,2,1
"土産物",1,0,0,0,0,0
"土台",0,0,1,3,0,0
"土地",4,0,45,1,0,11
"土鍋",1,0,0,0,0,0
"土曜",0,0,0,1,0,0
"土曜日",2,0,0,0,0,0
"奴",1,0,0,0,0,0
"倒産",1,0,0,0,0,0
"冬",3,0,3,2,2,0
"冬季",0,0,1,0,0,0
"唐",0,0,0,1,0,0
"島",1,0,0,0,0,0
"島根",1,0,1,1,0,3
"投稿",2,0,0,3,0,1
"投資",9,0,0,3,0,2
"投手",0,0,0,1,0,0
"投入",1,0,0,0,0,0
"投与",0,0,0,1,0,0
"搭載",1,0,0,0,0,0
"東",1,0,0,1,0,0
"東京",10,0,10,11,4,8
"東京大学",0,0,0,2,0,0
"東口",0,0,0,0,1,0
"東高尾",1,0,0,0,0,0
"東太田",2,0,0,0,0,0
"東南アジア",1,0,0,1,0,0
"東日本",0,0,0,3,0,0
"東伯",1,0,0,0,0,0
"東部",0,0,8,0,0,2
"東北",0,0,1,0,0,0
"棟",0,0,0,5,0,0
"盗用",1,0,0,0,0,0
"湯",3,0,1,0,0,2
"当たり",6,0,7,2,0,10
"当たり前",3,0,1,5,0,0
"当て",0,0,0,1,0,0
"当事者",0,0,0,1,0,0
"当時",8,0,0,8,2,0
"当社",30,0,0,0,0,0
"当初",5,0,1,2,0,0
"当人",1,0,0,0,0,0
"当選",1,0,0,0,0,0
"当地",1,0,0,0,0,1
"当日",0,0,0,0,0,1
"等",17,0,1,17,6,37
"等しい",1,0,1,0,0,0
"等式",0,0,0,1,0,0
"答え",3,0,0,4,0,0
"統一",0,0,0,1,0,0
"統括",1,0,0,0,0,0
"統計",0,0,7,4,0,2
"統合",0,0,0,3,0,0
"到達",1,0,0,0,0,0
"藤",1,0,0,0,0,0
"藤本",0,0,0,0,5,0
"討論",0,0,0,0,1,0
"豆",1,0,0,0,0,0
"豆乳",13,0,0,0,0,0
"豆腐",0,0,0,0,0,1
"逃れ",0,0,0,1,0,0
"透明",0,0,0,0,0,1
"頭",7,0,0,0,0,0
"頭金",1,0,0,0,0,0
"頭痛",0,0,0,0,0,1
"闘い",0,0,0,0,0,1
"働",0,0,0,1,0,0
"働き",2,0,1,2,0,1
"働き手",0,0,4,0,0,0
"動き",5,0,5,3,3,3
"動画",4,0,0,3,0,1
"動機",1,0,0,0,0,0
"動向",1,0,8,1,0,0
"動態",0,0,0,1,0,0
"動的",1,0,0,0,0,0
"同意",1,0,0,0,2,0
"同期",0,0,1,3,0,0
"同級生",0,0,0,3,0,0
"同月",0,0,2,0,0,0
"同士",2,0,0,1,0,0
"同志",0,0,0,0,1,0
"同氏",1,0,0,0,0,0
"同時",2,0,0,0,0,0
"同社",6,0,0,0,0,0
"同省",0,0,0,1,0,0
"同然",0,0,0,1,0,0
"同等",0,0,0,2,0,0
"同年",0,0,0,0,0,1
"同様",2,0,0,3,0,0
"堂",1,0,0,0,0,0
"導入",18,0,16,16,0,0
"洞窟",0,0,0,0,0,1
"道",1,0,0,6,0,0
"道のり",3,0,0,0,0,0
"道筋",0,0,0,1,0,0
"道具",0,0,0,2,0,0
"道府県",2,0,0,0,0,0
"道路",2,0,1,0,0,0
"得",3,0,0,0,0,4
"得意",4,0,0,3,1,0
"得体",0,0,0,0,0,1
"得点",0,0,0,0,0,2
"徳",0,0,0,0,0,3
"特",4,0,0,0,1,0
"特産",2,0,0,0,0,0
"特殊",0,0,0,3,0,1
"特集",1,0,0,0,0,0
"特色",2,0,0,0,0,0
"特性",1,0,0,0,0,0
"特徴",22,0,11,1,1,10
"特定",1,0,1,2,0,4
"特典",1,0,0,0,0,1
"特別",2,0,0,2,1,1
"特有",0,0,0,0,0,1
"篤史",0,0,0,1,0,0
"独自",5,0,0,0,0,5
"独占",0,0,0,1,0,0
"独断",0,0,0,1,0,0
"独特",0,0,0,1,0,0
"独立",0,0,0,2,0,1
"読み",0,0,2,0,0,0
"読解",4,0,1,0,0,0
"読者",4,0,2,0,4,0
"読書",16,0,31,0,0,0
"読売新聞",1,0,0,0,0,0
"読本",2,0,0,0,0,0
"突出",0,0,0,1,0,0
"突入",0,0,0,1,0,0
"突破",1,0,0,0,0,1
"突発",0,0,0,1,0,0
"届け",0,0,0,0,3,0
"届け出",3,0,0,0,0,0
"奈良",0,0,0,0,2,0
"内",4,0,5,13,1,11
"内の人",0,0,1,0,0,1
"内外",1,0,1,0,0,0
"内閣",1,0,3,0,0,1
"内戦",1,0,0,0,0,0
"内臓",1,0,0,0,0,0
"内定",9,0,0,0,0,1
"内田",0,0,0,10,0,0
"内部",0,0,0,1,0,0
"内訳",1,0,0,0,0,0
"内容",21,0,1,17,1,3
"謎",2,0,0,2,0,0
"鍋",0,0,1,0,0,0
"南",0,0,0,0,1,0
"南町",0,0,0,0,0,2
"南部",3,0,1,0,0,8
"難",1,0,1,0,2,0
"難しい",7,0,1,4,0,3
"難題",0,0,0,3,0,0
"二",17,0,3,8,0,3
"二つ",6,0,2,0,1,1
"二者択一",0,0,0,1,0,0
"二郎",2,0,0,0,0,0
"匂い",0,0,0,1,0,0
"賑やか",0,0,0,0,1,0
"賑わい",1,0,1,0,0,0
"肉",0,0,0,0,0,2
"日",45,0,3,30,10,55
"日間",0,0,0,1,1,1
"日帰り",0,0,0,0,0,1
"日記",1,0,0,0,0,0
"日吉津",0,0,5,0,0,0
"日経",0,0,1,0,0,0
"日頃",0,0,0,1,0,0
"日持ち",1,0,0,0,0,0
"日時",0,0,0,0,1,1
"日常",6,0,0,9,1,3
"日動",1,0,0,0,0,0
"日南",8,0,2,4,0,2
"日々",5,0,1,6,2,1
"日本",64,0,48,39,10,13
"日本一",1,0,0,0,3,1
"日本円",1,0,0,0,0,0
"日本海",0,0,3,0,2,0
"日本国",0,0,0,0,0,1
"日本人",7,0,1,1,0,0
"日本赤十字社",0,0,0,0,6,0
"日野",0,0,1,0,0,0
"日曜日",0,0,0,1,0,1
"乳業",0,0,0,0,0,2
"乳児",0,0,0,0,0,1
"入り",0,0,0,0,1,0
"入り口",1,0,0,1,0,0
"入院",0,0,0,0,0,1
"入荷",1,0,0,0,0,0
"入学",1,0,0,4,0,0
